5,Max Aarons,2023-2024,23,ENG,Bournemouth,Premier League,20,1237,13.7,13,7,5,0,1,1,0,0,0,0,DF
6,Rolando Aarons,2014-2015,18,ENG,Newcastle Utd,Premier League,4,132,1.5,0,4,1,1,0,1,1,0,0,0,MF
6,Rolando Aarons,2015-2016,19,ENG,Newcastle Utd,Premier League,10,381,4.2,3,7,6,1,1,2,1,0,0,0,"DF,MF"
7,Brenden Aaronson,2022-2023,21,USA,Leeds United,Premier League,36,2372,26.4,28,8,2,1,3,4,1,0,0,0,"MF,FW"
7,Brenden Aaronson,2023-2024,22,USA,Union Berlin,Bundesliga,30,1267,14.1,14,16,2,2,2,4,2,0,0,0,"MF,FW"
8,Paxten Aaronson,2022-2023,18,USA,Eint Frankfurt,Bundesliga,7,173,1.9,0,7,6,0,0,0,0,0,0,0,"MF,DF"
8,Paxten Aaronson,2023-2024,19,USA,Eint Frankfurt,Bundesliga,7,101,1.1,1,6,7,0,1,1,0,0,0,0,MF
9,Sergio Abad Beyxer,2010-2011,21,ESP,Levante,La Liga,1,5,0.1,0,1,,0,0,0,0,0,0,0,MF
10,Manuel Abad,1988-1989,27,,Zaragoza,La Liga,0,0,0.0,0,0,,0,,,,,,,
11,Eduard Abadal,1996-1997,28,ESP,Extremadura,La Liga,0,0,0.0,0,0,,0,,,,,,,GK
12,Agustín Abadía,1988-1989,26,ESP,Logroñés,La Liga,38,3248,36.1,37,1,0,3,,,3,0,,,MF
12,Agustín Abadía,1989-1990,27,ESP,Atlético Madrid,La Liga,15,769,8.5,9,6,1,0,,,0,0,,,MF
12,Agustín Abadía,1990-1991,28,ESP,Logroñés,La Liga,33,2905,32.3,32,1,0,2,,,2,0,,,MF
12,Agustín Abadía,1991-1992,29,ESP,Logroñés,La Liga,23,1474,16.4,15,8,0,0,,,0,0,,,MF
12,Agustín Abadía,1992-1993,30,ESP,Logroñés,La Liga,38,3313,36.8,38,0,0,5,,,1,4,,,MF
12,Agustín Abadía,1994-1995,32,ESP,Compostela,La Liga,36,2935,32.6,33,3,0,2,,,2,0,,,MF
12,Agustín Abadía,1995-1996,33,ESP,Compostela,La Liga,14,378,4.2,3,11,0,0,,,0,0,,,MF
12,Agustín Abadía,1996-1997,34,ESP,Logroñés,La Liga,22,1895,21.1,21,1,0,1,,,1,0,,,MF
13,Álvaro Abajas,2024-2025,21,ESP,Leganés,La Liga,0,0,,0,0,2,,,,,,,,GK
14,Rodrigo Abajas,2024-2025,21,ESP,Valencia,La Liga,0,0,,0,0,2,,,,,,,,DF
15,Dani Abalo,2006-2007,18,ESP,Celta Vigo,La Liga,1,13,0.1,0,1,,0,,,0,0,,,"FW,MF"
16,James Abankwah,2022-2023,18,IRL,Udinese,Serie A,2,63,0.7,1,1,33,0,0,0,0,0,0,0,DF
16,James Abankwah,2023-2024,19,IRL,Udinese,Serie A,0,0,,0,0,6,,,,,,,,DF
16,James Abankwah,2024-2025,20,IRL,Udinese,Serie A,0,0,,0,0,2,,,,,,,,DF
17,Jacques Abardonado,1998-1999,20,FRA,Marseille,Ligue 1,2,30,0.3,0,2,2,0,,,0,0,,,DF
17,Jacques Abardonado,1999-2000,21,FRA,Marseille,Ligue 1,13,950,10.6,10,3,,2,0,2,2,0,0,0,DF
17,Jacques Abardonado,2000-2001,22,FRA,Marseille,Ligue 1,18,1193,13.3,13,5,,1,0,1,1,0,0,0,DF
17,Jacques Abardonado,2001-2002,23,FRA,Lorient,Ligue 1,28,2235,24.8,26,2,,0,1,1,0,0,0,0,DF
17,Jacques Abardonado,2002-2003,24,FRA,Nice,Ligue 1,38,3420,38.0,38,0,,1,0,1,1,0,0,0,DF
17,Jacques Abardonado,2003-2004,25,FRA,Nice,Ligue 1,34,2963,32.9,34,0,,0,0,0,0,0,0,0,DF
17,Jacques Abardonado,2004-2005,26,FRA,Nice,Ligue 1,31,2788,31.0,31,0,,0,1,1,0,0,0,0,DF
17,Jacques Abardonado,2005-2006,27,FRA,Nice,Ligue 1,32,2716,30.2,30,2,,1,0,1,1,0,0,0,DF
17,Jacques Abardonado,2006-2007,28,FRA,Nice,Ligue 1,30,2492,27.7,28,2,,0,0,0,0,0,0,0,DF
17,Jacques Abardonado,2008-2009,30,FRA,Valenciennes,Ligue 1,18,1252,13.9,14,4,,0,0,0,0,0,0,0,DF
17,Jacques Abardonado,2009-2010,31,FRA,Valenciennes,Ligue 1,15,1047,11.6,13,2,,0,0,0,0,0,0,0,DF
