5569,Olivier Dall'Oglio,FRA
5570,Samuele Dalla Bona,ITA
5571,Nicola Dalla Chiara,
5572,Marco Dalla Vecchia,ITA
5573,Simone Dallamano,ITA
5574,Stuart Dallas,NIR
5575,Christian Dalle Mura,ITA
5576,Sébastien Dallet,FRA
5577,Thijs Dallinga,NED
5578,Stéphane Dalmat,FRA
5579,Wilfried Dalmat,SMN
5580,Nicola Dalmonte,ITA
5581,Klaus Dalmus,GER
5582,Diogo Dalot,POR
5583,James Daly,ENG
5584,Matty Daly,ENG
5585,Muhammed Damar,GER
5586,Vitalie Damașcan,MDA
5587,Claude Dambury,GUF
5588,Elias Damergy,TUN
5589,Michael Dämgen,GER
5590,Filippo Damian,ITA
5591,Luis Miguel Martínez Damián,ESP
5592,Mattia Damiani,ITA
5593,Samuele Damiani,ITA
5594,Leandro Damião,BRA
5595,Tobias Damm,GER
5596,Dirk Dammann,GER
5597,Detlev Dammeier,GER
5598,Loïc Damour,FRA
5599,Mikkel Damsgaard,DEN
5600,Livio Danese,
5601,Teerasil Dangda,THA
5602,Steffen Dangelmayr,GER
5603,Dani,POR
5604,Gaël Danic,FRA
5605,Diego Daniel Bustos,ARG
5606,Maat Daniel Caprini,ITA
5607,Jorge Daniel Casanova,URU
5608,Jean-François Daniel,FRA
5609,Jorge Daniel Martínez,ARG
5610,Sergio Daniel Martínez,URU
5611,Gerardo Daniel Martino,
5612,Guillermo Daniel Rodríguez,URU
5613,Stefano Daniel,ITA
5614,Thorsten Daniel,GER
5615,Joe Daniel Tupper,ENG
5616,Antonio Daniele,ITA
5617,Charlie Daniels,ENG
5618,Luke Daniels,ENG
5619,Tomas Danilevičius,LTU
5620,Flavius Daniliuc,AUT
5621,Danilo,BRA
5622,Danilo,BRA
5623,Frédéric Danjou,FRA
5624,Arnaut Danjuma,NED
5625,Scott Dann,ENG
5626,Tim Danneberg,GER
5627,Jayden Danns,ENG
5628,Neil Danns,GUY
5629,Mikel Dañobeitia,ESP
5630,Kévin Danois,FRA
5631,Angelo Danotti,
5632,Kevin Danso,AUT
5633,Tiago Dantas,POR
5634,Dante,BRA
5635,Romain Danzé,FRA
5636,Andrea Danzi,ITA
5637,Fabien Dao Castellana,FRA
5638,Issoumaila Dao,CIV
5639,Raimane Daou,COM
5640,Pape Daouda Diongue,SEN
5641,Rodolfo Dapena Dapena,ESP
5642,Fabio Daprelà,SUI
5643,Frédéric Daquin,FRA
5644,Mohammed Daramy,DEN
5645,Stéphane Darbion,FRA
5646,Ebrima Darboe,GAM
5647,Julian Darby,ENG
5648,Stephen Darby,ENG
5649,Jean-Claude Darcheville,FRA
5650,Bence Dárdai,GER
5651,Márton Dárdai,HUN
5652,Pál Dárdai,HUN
5653,Palkó Dárdai,HUN
5654,Sergi Darder,ESP
5655,Achraf Dari,MAR
5656,Vladimír Darida,CZE
5657,Tendayi Darikwa,ZIM
5658,Rubén Darío Acebal,
5659,Rubén Dario Rossi,ARG
5660,Filippos Darlas,GRE
5661,Karl Darlow,WAL
5662,Matteo Darmian,ITA
5663,Frédéric Darras,FRA
5664,Kévin das Neves,FRA
5665,Rinat Dasayev,URS
5666,Lukas Daschner,GER
5667,Reinhold Daschner,GER
5668,Josh Dasilva,ENG
5669,Lulo Dasilva,ESP
5670,Jesús Dátolo,ARG
5671,David Datro Fofana,CIV
5672,Dennis Daube,GER
5673,Ayub Daud,SOM
5674,Markus Daun,GER
5675,Cédric Daury,FRA
5676,Ümit Davala,TUR
5677,Gabriele Davanzante,ITA
5678,Daniel Davari,IRN
5679,Calum Davenport,ENG
5680,David,
5681,Juan David Cabal,COL
5682,Carlos David Cano,ESP
5683,Chris David,NED
5684,Jonathan David,CAN
5685,Laurent David,FRA
5686,Pavel David,CZE
5687,Olivier Davidas,FRA
5688,Edgar Davids,NED
5689,Lance Davids,RSA
5690,Lorenzo Davids,NED
5691,Callum Davidson,SCO
5692,Jason Davidson,AUS
5693,Adam Davies,WAL
5694,Alphonso Davies,CAN
5695,Andrew Davies,ENG
5696,Ben Davies,WAL
5697,Ben Davies,ENG
5698,Charlie Davies,USA
5699,Curtis Davies,SLE
5700,Gareth Davies,WAL
5701,Harvey Davies,ENG
5702,Kevin Davies,ENG
5703,Mark Davies,ENG
5704,Simon Davies,WAL
5705,Simon Davies,WAL
5706,Tom Davies,ENG
5707,Claude Davis,JAM
5708,David Davis,ENG
5709,Keinan Davis,ENG
5710,Kelvin Davis,ENG
5711,Leif Davis,ENG
5712,Neil Davis,ENG
5713,Paul Davis,ENG
5714,Sean Davis,ENG
5715,Steven Davis,NIR
5716,Aidan Davison,NIR
5717,Bobby Davison,ENG
5718,Zuriko Davitashvili,GEO
5719,Carl Davordzie,GHA
5720,Paweł Dawidowicz,POL
5721,Simon Dawkins,JAM
5722,Salem Al-Dawsari,KSA
5723,Andy Dawson,ENG
5724,Craig Dawson,ENG
5725,Michael Dawson,ENG
5726,Chris Day,ENG
5727,Mervyn Day,ENG
5728,Prince Daye,LBR
5729,Joseph Dayo Oshadogan,ITA
5730,Luigi De Agostini,ITA
5731,Stefano De Agostini,ITA
5732,Gianluca De Angelis,ITA
5733,Stefano De Angelis,
5734,José Christiano Piñeiro De Araújo,
5735,Diego De Ascentis,ITA
5736,Gilles De Bilde,BEL
5737,Lucas De Bolle,ENG
5738,Kevin De Bruyne,BEL
5739,Andrea De Cecco,
5740,Paolo De Ceglie,ITA
5741,Ciro De Cesare,ITA
5742,Andrea De Falco,ITA
5743,Francesco De Falco,
5744,Giuseppe De Feudis,ITA
5745,Luc De Fougerolles,CAN
5746,Ivone De Franceschi,ITA
5747,Francesco De Francesco,ITA
5748,Tommaso De Giorgi,
5749,Pietro De Giorgio,ITA
5750,Ferdinando De Giuseppe,
5751,Emiliano De Juliis,ITA
5752,Charles De Ketelaere,BEL
5753,Konrad De La Fuente,USA
5754,Ritchie De Laet,BEL
5755,Jeffrey De Lange,NED
5756,Marco De Laurentis,
5757,Tommaso De Lorenzo,ITA
5758,Giuseppe De Luca,ITA
5759,Manuel De Luca,ITA
5760,Olivier De Luca,FRA
5761,Alfonso De Lucia,ITA
5762,Sebastien De Maio,FRA
5763,Marco De Marchi,ITA
5764,Rocco De Marco,ITA
5765,Davide De Marino,ITA
5766,Raffaele De Martino,ITA
5767,Jacopo De Matteis,ITA
5768,Andrea De Min,
5769,Michele De Min,
5770,Tom De Mul,BEL
5771,Fernando De Napoli,ITA
5772,Thierry De Neef,FRA
5773,Tommaso De Nipoti,ITA
5774,Luciano De Paola,ITA
5775,Tiziano De Patre,ITA
5776,Rodrigo De Paul,ARG
5777,Nill De Pauw,COD
5778,Théo De Percin,MTQ
5779,Steve De Ridder,BEL
5780,Jonas De Roeck,BEL
5781,Gaetano De Rosa,ITA
5782,Daniele De Rossi,ITA
5783,Morgan De Sanctis,ITA
5784,Eros De Santis,ITA
5785,Ivan De Santis,ITA
5786,Julien De Sart,BEL
5787,Mattia De Sciglio,ITA
5788,Lorenzo De Silvestri,ITA
5789,Domenico De Simone,ITA
5790,Michele De Simone,
5791,Michele De Simoni,
5792,Vincenzo De Sio,ITA
5793,Thibault De Smet,BEL
5794,Claudio De Sousa,ITA
5795,Lucas De Vega,ESP
5796,Daniele De Vezze,ITA
5797,Pasquale De Vincenzo,ITA
5798,Antonio De Vitis,ITA
5799,Andrea De Vito,ITA
5800,Koni De Winter,BEL
5801,Roberto De Zerbi,ITA
5802,Ciprian Deac,ROU
5803,Ángel Dealbert,ESP
5804,Brian Deane,ENG
5805,Kevin Dearden,ENG
5806,Zak Dearnley,ENG
5807,Lucas Deaux,FRA
5808,James Debbah,LBR
5809,Fabien Debec,FRA
5810,Olivier Debert,FRA
5811,Thierry Debès,FRA
5812,Mickaël Debève,FRA
5813,Pierre Deblock,FRA
5814,Laurent Debrosse,FRA
5815,Jean-Christophe Debu,FRA
5816,Mathieu Debuchy,FRA
5817,Saulo Decarli,SUI
5818,Valentin Decarpentrie,FRA
5819,Harry Decheiver,NED
5820,Deco,POR
5821,Éric Decroix,FRA
5822,Dedê,BRA
5823,Stéphane Dedebant,FRA
5824,Zlatko Dedić,SVN
5825,Troy Deeney,ENG
5826,Chad Deering,USA
5827,Marino Defendi,ITA
5828,Rodrigo Defendi,BRA
5829,Éric Deflandre,BEL
5830,Jermain Defoe,ENG
5831,Steven Defour,BEL
5832,Grégoire Defrel,MTQ
5833,Daniele Degano,ITA
5834,David Degen,SUI
5835,Jürgen Degen,GER
5836,Philipp Degen,SUI
5837,David Deger,GER
5838,Duccio Degl'Innocenti,ITA
5839,Peter Degn,DEN
5840,Marc Degryse,BEL
5841,Christophe Deguerville,FRA
5842,Laurenz Dehl,GER
5843,Tino Dehmelt,GER
5844,Frédéric Déhu,FRA
5845,Tommaso Dei,
5846,Alessandro Deiola,ITA
5847,Sebastian Deisler,GER
5848,Peter Deißenberger,GER
5849,Deivid,BRA
5850,Deivid,ESP
5851,Brecht Dejaegere,BEL
5852,Ashkan Dejagah,IRN
5853,Alfonso del Barrio,
5854,Jacopo Del Bello,ITA
5855,Andrea Del Bianco,ITA
5856,Pedro del Campo,ESP
5857,Raúl del Campo,ESP
5858,Romain Del Castillo,FRA
5859,Umberto Del Core,ITA
5860,Dario Del Fabro,ITA
5861,Fabiano Del Fabro,
5862,Mattia Del Favero,ITA
5863,Alessandro Del Grosso,ITA
5864,Cristiano Del Grosso,ITA
5865,Asier del Horno,ESP
5866,Roberto Del Lama,
5867,Tommaso Del Lungo,ITA
5868,Alberto Del Moral,ESP
5869,Manu del Moral,ESP
5870,Simone Del Nero,ITA
5871,Loris Del Nevo,ITA
5872,Joseba del Olmo,ESP
5873,Alessandro Del Piero,ITA
5874,Javier del Pino,ESP
5875,Loren del Pino,ESP
5876,Lorenzo Del Pinto,ITA
5877,Enrico Del Prato,ITA
5878,Lorenzo Del Prete,ITA
5879,José del Solar,PER
5880,Ferdinando Del Sole,ITA
5881,Julen del Val,ESP
5882,Thomas Delaine,FRA
5883,Damien Delaney,IRL
5884,Mark Delaney,WAL
5885,Thomas Delaney,DEN
5886,Liam Delap,ENG
5887,Rory Delap,IRL
5888,Jonathan Delaplace,FRA
5889,Marc Delaroche,FRA
5890,Bertrand Delas,FRA
5891,Jean-Pierre Delaunay,FRA
5892,Philippe Delaye,FRA
5893,Sacha Delaye,FRA
5894,Hannes Delcroix,BEL
5895,Fisayo Dele-Bashiru,NGA
5896,Tom Dele-Bashiru,NGA
5897,Paul Delecroix,FRA
5898,Delfim,POR
5899,Nathan Delfouneso,ENG
5900,Agustín Delgado,ECU
5901,César Delgado,ARG
5902,Dimas Delgado,ESP
5903,Fran Delgado,ESP
5904,Israel Delgado,ESP
5905,Jorge Delgado,URU
5906,Javier Delgado López,ESP
5907,Luís Manuel Ferreira Delgado,ANG
5908,Moisés Delgado,ESP
5909,Roberto Delgado,ESP
5910,Luis Delgado Vargas,ESP
5911,Pascal Delhommeau,FRA
5912,Andrija Delibašić,MNE
5913,Francesco Dell'Anno,ITA
5914,Antonio Dell'Oglio,ITA
5915,Cristian Dell'Orco,ITA
5916,Fabio Della Giovanna,ITA
5917,Ivano Della Morte,ITA
5918,Francesco Della Rocca,ITA
5919,Luigi Della Rocca,ITA
5920,Paolo Dellafiore,ITA
5921,Traianos Dellas,GRE
5922,Alessandro Dellavalle,ITA
5923,Joris Delle,FRA
5924,Daniele Delli Carri,ITA
5925,Filippo Delli Carri,ITA
5926,Samuel Delli Carri,SUI
5927,Christophe Delmotte,FRA
5928,Dennis Deloriè,ITA
5929,Andy Delort,ALG
5930,Éric Deloumeaux,FRA
5931,Jean-Philippe Delpech,FRA
5932,Fabian Delph,ENG
5933,Matthieu Delpierre,FRA
5934,Ludovic Delporte,FRA
5935,Isaías Delpupo,ARG
5936,Antonio Delucca,
5937,Michael Delura,GER
5938,Gennaro Delvecchio,ITA
5939,Marco Delvecchio,ITA
5940,Julio Dely Valdés,PAN
5941,Aïmen Demai,ALG
5942,Olivier Deman,BEL
5943,Sven Demandt,GER
5944,Papa Demba Camara,SEN
5945,Ali Dembélé,FRA
5946,Bira Dembélé,FRA
5947,Garra Dembélé,MLI
5948,Karamoko Dembélé,ENG
5949,Mana Dembélé,MLI
5950,Mousa Dembélé,BEL
5951,Moussa Dembélé,FRA
5952,Ousmane Dembélé,FRA
5953,Jacek Dembiński,POL
5954,Guy Demel,CIV
5955,Jay DeMerit,USA
5956,Giorgi Demetradze,GEO
5957,Martín Demichelis,ARG
5958,Vadim Demidov,NOR
5959,Jessy Deminguet,FRA
5960,Yusuf Demir,AUT
5961,Merih Demiral,TUR
5962,Kerem Demirbay,GER
5963,Ünal Demirkıran,GER
5964,Ermedin Demirović,BIH
5965,Christian Demirtaş,GER
5966,Diego Demme,GER
5967,Igor Demo,SVK
5968,Stéphane Demol,BEL
5969,Yohan Demont,FRA
5970,Ishmel Demontagnac,ENG
5971,Albin Demouchy,FRA
5972,Clint Dempsey,USA
5973,Sepp van den Berg,NED
5974,Dave van den Bergh,NED
5975,Johannes van den Bergh,GER
5976,Branco van den Boomen,NED
5977,Jason Denayer,BEL
5978,Leander Dendoncker,BEL
5979,Christoph Dengel,GER
5980,Thomas Deniaud,FRA
5981,Denílson,BRA
5982,Denílson,BRA
5983,Denilson,BRA
5984,François Denis,FRA
5985,Germán Denis,ARG
5986,Kévin Denkey,TOG
5987,Emmanuel Dennis,NGA
5988,Will Dennis,ENG
5989,Mohamed Dennoun,ALG
5990,Jérémy Denquin,FRA
5991,Stefano Denswil,SUR
5992,Giovanni Deogratias,ITA
5993,Fabio Depaoli,ITA
5994,Quentin Depehi,FRA
5995,Sylvain Deplace,FRA
5996,Mathieu Deplagne,FRA
5997,Laurent Depoitre,BEL
5998,Clément Depres,FRA
5999,Raimond van der Gouw,NED
6000,Cedric van der Gun,NED
6001,Mike van der Hoorn,NED
6002,Robin van der Laan,NED
6003,Tommie van der Leegte,NED
6004,Andy van der Meyde,NED
6005,Edwin van der Sar,NED
6006,Felix van der Steen,
6007,Rafael van der Vaart,NED
6008,Henry van der Vegt,NED
6009,Dirk van der Ven,GER
6010,Gregory van der Wiel,NED
6011,Michel Der Zakarian,ARM
6012,Matt Derbyshire,ENG
6013,Alexander Dercho,GER
6014,Eren Derdiyok,SUI
6015,Oktay Derelioğlu,TUR
6016,Kastriot Dermaku,ALB
6017,Geoffrey Dernis,FRA
6018,Yves Deroff,FRA
6019,Anthony Deroin,FRA
6020,Shaun Derry,ENG
6021,Julian Derstroff,GER
6022,Oscar Dertycia,ARG
6023,Thomas Deruda,FRA
6024,Angelo Deruggiero,ITA
6025,Halil Dervişoğlu,TUR
6026,Marcel Desailly,FRA
6027,Jean-Matthieu Descamps,FRA
6028,Rémy Descamps,FRA
6029,Iñaki Descarga,ESP
6030,Didier Deschamps,FRA
6031,Guillaume Deschamps,FRA
6032,Stefano Desideri,ITA
6033,Hermes Desio,ARG
6034,Axel Desjardins,CAN
6035,Mikkel Desler,DEN
6036,Yves Desmarets,HAI
6037,Arthur Desmas,FRA
6038,Olivier Deso,FRA
6039,Jacopo Desogus,ITA
6040,Pascal Despeyroux,FRA
6041,Sebastiano Desplanches,ITA
6042,Kiril Despodov,BUL
6043,Daniele Dessena,ITA
6044,Cyriel Dessers,NGA
6045,Sergiño Dest,USA
6046,Flavio Destro,ITA
6047,Mattia Destro,ITA
6048,Christophe Destruhaut,FRA
6049,Lajos Détári,HUN
6050,Gerard Deulofeu,ESP
6051,Antoine Devaux,FRA
6052,Jean-Christophe Devaux,FRA
6053,Justin Devenny,NIR
6054,Brandon Deville,BEL
6055,Alfie Devine,ENG
6056,Charles Devineau,FRA
6057,Paul Devlin,SCO
6058,Kiernan Dewsbury-Hall,ENG
6059,Deyverson,BRA
6060,Jean Deza,PER
6061,Jacopo Dezi,ITA
6062,Gustavo Dezotti,ARG
6063,Zouheir Dhaouadi,TUN
6064,Didier Dheedene,BEL
6065,Vikash Dhorasoo,FRA
6066,Giuseppe Di Bari,ITA
6067,Samuele Di Benedetto,GER
6068,Luigi Di Biagio,ITA
6069,Paolo Di Canio,ITA
6070,Domenico Di Carlo,ITA
6071,Samuel Di Carmine,ITA
6072,Valerio Di Cesare,ITA
6073,Alberto Di Chiara,ITA
6074,Gianluca Di Chiara,ITA
6075,Andrea Di Cintio,ITA
6076,Marco Di Costanzo,FRA
6077,Palmiro Di Dio,ITA
6078,Daniele Di Donato,ITA
6079,Eusebio Di Francesco,ITA
6080,Federico Di Francesco,ITA
6081,Raffaele Di Fusco,ITA
6082,Antonio Di Gaudio,ITA
6083,Antonio Di Gennaro,ITA
6084,Davide Di Gennaro,ITA
6085,Raffaele Di Gennaro,ITA
6086,Enrico Di Gesù,ITA
6087,Pierluigi Di Già,ITA
6088,Michele Di Gregorio,ITA
6089,Amedeo Di Latte,
6090,Mauro Di Lello,ITA
6091,Nicola Di Leo,ITA
6092,Angelo Di Livio,ITA
6093,Lorenzo Di Livio,ITA
6094,Giovanni Di Lorenzo,ITA
6095,Cristiano Di Loreto,ITA
6096,Marco Di Loreto,ITA
6097,Andrea Di Maggio,ITA
6098,Antonino Di Maggio,
6099,Giampaolo Di Magno,ITA
6100,Ángel Di María,ARG
6101,Francesco Di Mariano,ITA
6102,Luca Di Matteo,ITA
6103,Roberto Di Matteo,ITA
6104,Fabrizio Di Mauro,ITA
6105,Éric Di Meco,FRA
6106,David Di Michele,ITA
6107,Davide Di Molfetta,ITA
6108,Augusto Di Muri,ITA
6109,Arturo Di Napoli,ITA
6110,Antonio Di Natale,ITA
6111,Alessandro Di Pardo,ITA
6112,Nunzio Di Roberto,ITA
6113,Alex Di Rocco,FRA
6114,Giovanni Di Rocco,ITA
6115,Antonio Di Salvo,GER
6116,Franco Di Santo,ARG
6117,Paolo Di Sarno,ITA
6118,Fabio Di Sauro,ITA
6119,Alessandro Di Seri,
6120,Giuseppe Di Serio,ITA
6121,Lorenzo Di Stefano,ITA
6122,Francesco Di Tacchio,ITA
6123,Davide Di Terlizzi,
6124,David Di Tommaso,FRA
6125,Elio Di Toro,ITA
6126,Marco Di Vaio,ITA
6127,Giorgio Di Vicino,ITA
6128,Rocco Di Vico,ITA
6129,Ali Dia,SEN
6130,Boulaye Dia,SEN
6131,Issiar Dia,SEN
6132,Amadou Dia Ndiaye,SEN
6133,Mamadou Diabang,SEN
6134,Cheick Diabaté,MLI
6135,Fousseni Diabaté,MLI
6136,Lassina Diabaté,CIV
6137,Zié Diabaté,CIV
6138,Abdoulay Diaby,MLI
6139,Abou Diaby,FRA
6140,Moussa Diaby,FRA
6141,Yadaly Diaby,GUI
6142,Lamine Diack,SEN
6143,Farid Diaf,FRA
6144,Fallou Diagne,SEN
6145,Mbaye Diagne,SEN
6146,Modou Diagne,SEN
6147,Adama Diakhaby,FRA
6148,Mouctar Diakhaby,GUI
6149,Pape Diakhaté,SEN
6150,Mamadou Diakhon,FRA
6151,Bafodé Diakité,FRA
6152,Bakary Diakité,MLI
6153,Drissa Diakité,MLI
6154,Ibrahim Diakité,GUI
6155,Mamadou Diakité,MLI
6156,Modibo Diakité,FRA
6157,Moussa Diakité,MLI
6158,Oumar Diakité,CIV
6159,Samba Diakité,MLI
6160,Abdou Diallo,SEN
6161,Abdoulaye Diallo,SEN
6162,Amad Diallo,CIV
6163,Amadou Diallo,ENG
6164,Baila Diallo,FRA
6165,Habib Diallo,SEN
6166,Ibrahim Diallo,MLI
6167,Ibrahima Diallo,FRA
6168,Ismael Diallo,CIV
6169,Mamadou Diallo,GUI
6170,Mamadou Diallo,MLI
6171,Mamadou Diallo,SEN
6172,Mustapha Diallo,SEN
6173,Sadio Diallo,GUI
6174,Selu Diallo,ESP
6175,Tidiane Diallo,FRA
6176,Zakaria Diallo,FRA
6177,Cheikh Diamanka,ESP
6178,Alessandro Diamanti,ITA
6179,Amadou Diambo,GHA
6180,Mohamed Diamé,SEN
6181,Souleymane Diamoutene,MLI
6182,Aimo Diana,ITA
6183,Stefano Dianda,ITA
6184,Amara Diané,CIV
6185,Mounir Diane,MAR
6186,Taifour Diané,GUI
6187,Djibril Dianessy,FRA
6188,Grady Diangana,COD
6189,Youns Diani,
6190,Assane Diao,ESP
6191,Salif Diao,SEN
6192,Alou Diarra,FRA
6193,Boubacar Diarra,MLI
6194,Drissa Diarra,MLI
6195,Habib Diarra,SEN
6196,Lassana Diarra,FRA
6197,Mahamadou Diarra,MLI
6198,Mamady Diarra,MLI
6199,Moussa Diarra,MLI
6200,Raphaël Diarra,FRA
6201,Sigamary Diarra,MLI
6202,Stéphane Diarra,FRA
6203,Youba Diarra,MLI
6204,Alex Dias,BRA
6205,André Dias,BRA
6206,Lucas Dias,FRA
6207,Rafaël Dias,FRA
6208,Rúben Dias,POR
6209,Tiago Dias,POR
6210,Krépin Diatta,SEN
6211,Lamine Diatta,SEN
6212,Doudou Diaw,SEN
6213,Mory Diaw,SEN
6214,Amadou Diawara,GUI
6215,Baba Diawara,SEN
6216,Djibril Diawara,FRA
6217,Fousseni Diawara,MLI
6218,Kaba Diawara,GUI
6219,Kandet Diawara,GUI
6220,Mahamadou Diawara,FRA
6221,Samba Diawara,MLI
6222,Sekou Diawara,BEL
6223,Souleymane Diawara,SEN
6224,Brahim Díaz,MAR
6225,Cata Díaz,ARG
6226,Christian Díaz,ARG
6227,Cristian Díaz,ARG
6228,Dani Díaz,
6229,Dennis Díaz,ESP
6230,Ayoze Díaz Díaz,ESP
6231,Diego Díaz Garrido,ESP
6232,Isidro Díaz González,ESP
6233,Gustavo Díaz,URU
6234,Isidro Díaz,ESP
6235,Javier Díaz,ESP
6236,Juan Díaz,
6237,Juan Ignacio Bernal Díaz,ESP
6238,Junior Diaz,CIV
6239,Júnior Díaz,CRC
6240,Antonio Díaz Jurado,ESP
6241,Kévin Diaz,FRA
6242,Luis Díaz,COL
6243,Mágico Díaz,ESP
6244,Marcelo Díaz,CHI
6245,Javier Díaz Neira,ESP
6246,Néstor Díaz,ESP
6247,Óscar Díaz,ESP
6248,Pedro Díaz,ESP
6249,Juan Díaz Prendes,ESP
6250,Ramón Díaz,ARG
6251,Iván Díaz Ruiz,ESP
6252,Pablo Díaz Stalla,ESP
6253,Víctor Díaz,ESP
6254,Djibrail Dib,FRA
6255,Bakaye Dibassy,MLI
6256,Andy Dibble,WAL
6257,Nicola Dibitonto,ITA
6258,Matt Dibley-Dias,NZL
6259,Tyler Dibling,ENG
6260,Nicolae Dică,ROU
6261,Francisc Dican,ROU
6262,Giacomo Dicara,ITA
6263,Danny Dichio,ENG
6264,Florian Dick,GER
6265,Norbert Dickel,GER
6266,Roland Dickgießer,GER
6267,Mirko Dickhaut,GER
6268,Carl Dickinson,ENG
6269,Jonjo Dickman,ENG
6270,Lorenzo Dickmann,ITA
6271,Paul Dickov,SCO
6272,Julian Dicks,ENG
6273,Thomas Dickson-Peters,SCO
6274,Dida,BRA
6275,Daniel Didavi,GER
6276,Didi,BRA
6277,Thomas Didillon,FRA
6278,Leonardo Dido,ITA
6279,Oreste Didonè,ITA
6280,Étienne Didot,FRA
6281,Sylvain Didot,FRA
6282,Serey Die,CIV
6283,Serge Dié,CIV
6284,Roger Diebel,
6285,Famara Diedhiou,SEN
6286,Stéphane Dief,
6287,Diego,ESP
6288,Diego,BRA
6289,Diego,ESP
6290,Diego,BRA
6291,Jesús Diego Cota,ESP
6292,Ernesto Diego Infante,
6293,Luis Diego López,URU
6294,Adrián Diéguez,ESP
6295,Justin Diehl,GER
6296,Dennis Diekmeier,GER
6297,Claude Dielna,GLP
6298,Bamba Dieng,SEN
6299,Oumar Dieng,FRA
6300,Timothée Dieng,FRA
6301,Eric Dier,ENG
6302,Daan Dierckx,BEL
6303,Volker Diergardt,GER
6304,Charles Diers,FRA
6305,Bernd Dierßen,GER
6306,Tim Dierßen,GER
6307,Tim-Justin Dietrich,GER
6308,Guillaume Dietsch,FRA
6309,Johannes Dietwald,GER
6310,Florian Dietz,GER
6311,Nicolas Dieuze,FRA
6312,Elhadji Dieye,SEN
6313,José Díez Calleja,ESP
6314,David Díez,ESP
6315,Sergio Diez Roldan,ESP
6316,Digão,BRA
6317,Didier Digard,FRA
6318,Fraser Digby,ENG
6319,Lucas Digne,FRA
6320,Mitchell Dijks,NED
6321,Sieb Dijkstra,NED
6322,Kagisho Dikgacoi,RSA
6323,Serhiy Dikhtiar,UKR
6324,Kevin Diks,NED
6325,Nicola Diliso,ITA
6326,Dill,BRA
6327,Javairô Dilrosun,NED
6328,Federico Dimarco,ITA
6329,Dimas,POR
6330,Landry Dimata,BEL
6331,Stole Dimitrievski,MKD
6332,Miloš Dimitrijević,SRB
6333,Vladan Dimitrijevic,
6334,Georgi Dimitrov,
6335,Florian Dimmer,GER
6336,Junior Dina Ebimbe,FRA
6337,Aruna Dindane,CIV
6338,Frédéric Dindeleux,FRA
6339,Dinei,BRA
6340,Tristan Dingomé,CMR
6341,Dinho,BRA
6342,Marcus Diniz,BRA
6343,Eren Dinkçi,GER
6344,Dino,
6345,Carlos Diogo,URU
6346,Adama Diomande,NOR
6347,Ismaël Diomandé,CIV
6348,Sinaly Diomande,CIV
6349,Bernard Diomède,FRA
6350,Dioni,ESP
6351,Davide Dionigi,ITA
6352,Federico Dionisi,ITA
6353,Lois Diony,FRA
6354,Abou Diop,SEN
6355,Bachir Diop,FRA
6356,Edan Diop,FRA
6357,Issa Diop,FRA
6358,Khassimirou Diop,SEN
6359,Papakouli Diop,SEN
6360,Sérigné Diop,SEN
6361,Sofiane Diop,FRA
6362,Cosimo Diotti,
6363,Andy Diouf,FRA
6364,Dame Diouf,SEN
6365,Yehvann Diouf,FRA
6366,Assane Dioussé,SEN
6367,Luigi Dipasquale,ITA
6368,Nabil Dirar,MAR
6369,Jonas Dirkner,GER
6370,Axel Disasi,FRA
6371,Filippo Distefano,ITA
6372,Sylvain Distin,FRA
6373,Oliver Dittberner,GER
6374,Marco Dittgen,GER
6375,Lothar Dittmer,GER
6376,Jörg Dittwar,GER
6377,Matías Dituro,ARG
6378,Fabrice Divert,FRA
6379,Kerry Dixon,ENG
6380,Lee Dixon,ENG
6381,Roman Dixon,ENG
6382,Belmin Dizdarević,BIH
6383,Brice Dja Djédjé,CIV
6384,Franck Dja Djédjé,CIV
6385,Félix Dja Ettien,CIV
6386,Constant Djakpa,CIV
6387,Djalminha,BRA
6388,Álvaro djaló,ESP
6389,Marcelo Djaló,GNB
6390,Tiago Djaló,POR
6391,Yannick Djaló,POR
6392,Chaim El Djebali,TUN
6393,Salim Djefaflia,FRA
6394,Djamel Djellal,FRA
6395,Eric Djemba-Djemba,CMR
6396,Djené,TOG
6397,Moussa Djenepo,MLI
6398,Martin Djetou,FRA
6399,Marcelo Djian,BRA
6400,Dino Djiba,SEN
6401,Baye Djiby Fall,SEN
6402,N'Diaye Djiby,SEN
6403,Koffi Djidji,CIV
6404,David Djigla,BEN
6405,Alexander Djiku,GHA
6406,Bryan Djile Nokoué,CMR
6407,Papy Djilobodji,SEN
6408,Berat Djimsiti,ALB
6409,Moussa Djitte,SEN
6410,Ouparine Djoco,GNB
6411,Bojan Djordjic,SWE
6412,Youri Djorkaeff,FRA
6413,Naïs Djouahra,FRA
6414,Franck Djoulou,CIV
6415,Johan Djourou,SUI
6416,Dusan Djurić,SWE
6417,Marco Djuricin,AUT
6418,Marko Dmitrović,SRB
6419,Alan Do Marcolino,GAB
6420,Kim Do-heon,KOR
6421,Ben Doak,SCO
6422,Ritsu Doan,JPN
6423,Domenico Doardo,ITA
6424,Stephen Dobbie,SCO
6425,Lewis Dobbin,ENG
6426,Gerald Dobbs,ENG
6427,Scott Dobie,SCO
6428,Toni Doblas,ESP
6429,Mihai Dobre,ROU
6430,Igor Dobrovolski,CIS
6431,George Dobson,ENG
6432,Tony Dobson,ENG
