Adrián,2022-2023,35,ESP,Liverpool,Premier League,0,,,0,0,12,,,,,,,,GK
Adrián,2023-2024,36,ESP,Liverpool,Premier League,0,,,0,0,15,,,,,,,,GK
Daniel Adshead,2019-2020,17,ENG,Norwich City,Premier League,0,,,0,0,1,,,,,,,,MF
Daniel Adu-Adjei,2022-2023,17,ENG,Bournemouth,Premier League,0,,,0,0,3,,,,,,,,FW
Ibrahim Afellay,2016-2017,30,NED,Stoke City,Premier League,12,384,4.3,3,9,2,0,0,0,0,0,0,0,MF
Ibrahim Afellay,2017-2018,31,NED,Stoke City,Premier League,6,166,1.8,1,5,10,0,0,0,0,0,0,0,MF
Ibrahim Afellay,2015-2016,29,NED,Stoke City,Premier League,31,2102,23.4,24,7,1,2,2,4,2,0,0,0,MF
Benik Afobe,2015-2016,22,COD,Bournemouth,Premier League,15,930,10.3,12,3,0,4,0,4,4,0,0,0,FW
Benik Afobe,2016-2017,23,COD,Bournemouth,Premier League,31,1461,16.2,14,17,4,6,3,9,6,0,1,1,FW
Benik Afobe,2017-2018,24,COD,Bournemouth,Premier League,17,611,6.8,5,12,4,0,0,0,0,0,0,0,FW
Kieran Agard,2009-2010,19,ENG,Everton,Premier League,1,1,0.0,0,1,,0,0,0,0,0,0,0,"FW,MF"
Didier Agathe,2006-2007,30,FRA,Aston Villa,Premier League,5,166,1.8,0,5,,0,0,0,0,0,0,0,"DF,FW"
Gabriel Agbonlahor,2005-2006,18,ENG,Aston Villa,Premier League,9,446,5.0,3,6,,1,1,2,1,0,0,0,"FW,MF"
Gabriel Agbonlahor,2006-2007,19,ENG,Aston Villa,Premier League,38,3325,36.9,37,1,,9,4,13,9,0,0,0,"FW,MF"
Gabriel Agbonlahor,2007-2008,20,ENG,Aston Villa,Premier League,37,3278,36.4,37,0,,11,4,15,11,0,0,0,"FW,MF"
Gabriel Agbonlahor,2008-2009,21,ENG,Aston Villa,Premier League,36,3122,34.7,35,1,,11,5,16,11,0,0,0,"FW,MF"
Gabriel Agbonlahor,2009-2010,22,ENG,Aston Villa,Premier League,36,3075,34.2,35,1,,13,3,16,13,0,0,0,"FW,MF"
Gabriel Agbonlahor,2010-2011,23,ENG,Aston Villa,Premier League,26,1602,17.8,17,9,,3,1,4,3,0,0,0,"FW,MF"
Gabriel Agbonlahor,2011-2012,24,ENG,Aston Villa,Premier League,33,2762,30.7,32,1,,5,5,10,5,0,0,0,"FW,MF"
Gabriel Agbonlahor,2012-2013,25,ENG,Aston Villa,Premier League,28,2187,24.3,24,4,,9,3,12,9,0,0,0,"FW,MF"
Gabriel Agbonlahor,2013-2014,26,ENG,Aston Villa,Premier League,30,2439,27.1,29,1,,4,5,9,4,0,0,0,"FW,MF"
Gabriel Agbonlahor,2014-2015,27,ENG,Aston Villa,Premier League,34,2693,29.9,30,4,0,6,1,7,6,0,0,0,"FW,MF"
Gabriel Agbonlahor,2015-2016,28,ENG,Aston Villa,Premier League,15,1031,11.5,13,2,0,1,2,3,1,0,0,0,FW
Jan Åge Fjørtoft,1997-1998,30,NOR,Barnsley,Premier League,15,954,10.6,12,3,,6,0,6,6,0,0,0,FW
Jan Åge Fjørtoft,1996-1997,29,NOR,Middlesbrough,Premier League,5,214,2.4,2,3,,1,0,1,1,0,0,0,FW
Jan Åge Fjørtoft,1995-1996,28,NOR,Middlesbrough,Premier League,28,2341,26.0,27,1,,6,4,10,6,0,0,0,FW
Jan Åge Fjørtoft,1993-1994,26,NOR,Swindon Town,Premier League,36,2300,25.6,26,10,,12,1,13,10,2,2,0,FW
Daniel Agger,2013-2014,28,DEN,Liverpool,Premier League,20,1421,15.8,16,4,,2,1,3,2,0,0,0,DF
Daniel Agger,2012-2013,27,DEN,Liverpool,Premier League,35,3098,34.4,35,0,,3,0,3,3,0,0,0,DF
Daniel Agger,2011-2012,26,DEN,Liverpool,Premier League,27,2140,23.8,24,3,,1,1,2,1,0,0,0,DF
Daniel Agger,2010-2011,25,DEN,Liverpool,Premier League,16,1092,12.1,12,4,,0,0,0,0,0,0,0,DF
Daniel Agger,2009-2010,24,DEN,Liverpool,Premier League,23,1977,22.0,23,0,,0,0,0,0,0,0,0,DF
Daniel Agger,2008-2009,23,DEN,Liverpool,Premier League,18,1370,15.2,15,3,,1,2,3,1,0,0,0,DF
Daniel Agger,2007-2008,22,DEN,Liverpool,Premier League,5,436,4.8,4,1,,0,0,0,0,0,0,0,DF
Daniel Agger,2006-2007,21,DEN,Liverpool,Premier League,28,2253,25.0,24,4,,2,2,4,2,0,0,0,DF
Daniel Agger,2005-2006,20,DEN,Liverpool,Premier League,4,360,4.0,4,0,,0,0,0,0,0,0,0,DF
Julius Aghahowa,2006-2007,24,NGA,Wigan Athletic,Premier League,6,311,3.5,3,3,,0,0,0,0,0,0,0,FW
Julius Aghahowa,2007-2008,25,NGA,Wigan Athletic,Premier League,14,432,4.8,2,12,,0,1,1,0,0,0,0,FW
Liam Agnew,2014-2015,19,ENG,Sunderland,Premier League,0,,,0,0,4,,,,,,,,MF
Steve Agnew,1994-1995,28,ENG,Leicester City,Premier League,11,690,7.7,7,4,,0,1,1,0,0,0,0,MF
Steve Agnew,1996-1997,30,ENG,Sunderland,Premier League,15,960,10.7,11,4,,2,0,2,1,1,1,0,MF
Junior Agogo,1998-1999,18,GHA,Sheffield Weds,Premier League,1,41,0.5,0,1,,0,0,0,0,0,0,0,FW
Junior Agogo,1997-1998,17,GHA,Sheffield Weds,Premier League,1,14,0.2,0,1,,0,0,0,0,0,,,FW
Nayef Aguerd,2022-2023,26,MAR,West Ham,Premier League,18,1595,17.7,17,1,3,2,0,2,2,0,0,0,DF
Nayef Aguerd,2023-2024,27,MAR,West Ham,Premier League,21,1857,20.6,21,0,4,1,0,1,1,0,0,0,DF
Sergio Agüero,2020-2021,32,ARG,Manchester City,Premier League,12,559,6.2,7,5,7,4,1,5,3,1,2,1,FW
Sergio Agüero,2019-2020,31,ARG,Manchester City,Premier League,24,1452,16.1,18,6,2,16,3,19,14,2,3,1,FW
Sergio Agüero,2018-2019,30,ARG,Manchester City,Premier League,33,2459,27.3,31,2,1,21,8,29,19,2,2,0,FW
Sergio Agüero,2017-2018,29,ARG,Manchester City,Premier League,25,1963,21.8,22,3,4,21,6,27,17,4,4,0,FW
Sergio Agüero,2016-2017,28,ARG,Manchester City,Premier League,31,2403,26.7,25,6,0,20,4,24,16,4,5,1,FW
Sergio Agüero,2015-2016,27,ARG,Manchester City,Premier League,30,2360,26.2,29,1,2,24,2,26,20,4,5,1,FW
Sergio Agüero,2014-2015,26,ARG,Manchester City,Premier League,33,2531,28.1,30,3,0,26,8,34,21,5,6,1,FW
